date,region_id,admissions,age_group,sex,temp_mean,temp_min,temp_max,dew_point,rel_humidity,pm25,is_holiday
2021-10-21,R1,5,45-54,M,23.7,17.9,29.4,19.4,77,9.3,0
2021-10-22,R1,13,65-74,M,29.3,25.3,33.4,26.4,84,16.8,0
2021-10-23,R1,8,75-84,M,22.1,17.0,25.3,16.5,70,15.4,0
2021-10-24,R1,9,75-84,M,25.3,20.4,28.9,18.4,65,13.9,0
2021-10-25,R1,13,75-84,F,20.2,16.2,25.9,15.8,76,9.3,0
2021-10-26,R1,12,65-74,F,23.1,19.3,27.5,20.7,86,14.6,0
2021-10-27,R1,11,85+,F,23.4,16.5,28.3,15.0,59,17.5,0
2021-10-28,R1,10,65-74,M,28.2,22.2,32.0,24.1,78,13.2,0
2021-10-29,R1,9,75-84,F,28.2,22.9,33.5,23.1,73,20.1,0
2021-10-30,R1,6,45-54,F,24.0,17.8,29.0,15.9,60,23.4,0
2021-10-31,R1,10,55-64,M,27.8,22.0,33.2,18.0,55,16.6,0
2021-11-01,R1,12,75-84,F,24.2,19.5,30.1,20.3,79,19.9,0
2021-11-02,R1,15,75-84,M,23.7,16.1,30.2,18.1,70,16.5,0
2021-11-03,R1,9,85+,F,20.5,15.6,23.4,10.3,51,14.1,0
2021-11-04,R1,11,45-54,F,28.2,22.6,32.7,19.5,58,15.4,0
2021-11-05,R1,11,75-84,F,22.8,17.7,25.9,14.5,59,20.0,0
2021-11-06,R1,6,75-84,F,27.2,19.4,33.0,19.4,62,20.7,0
2021-11-07,R1,12,65-74,F,23.9,19.6,28.3,17.2,66,15.3,0
2021-11-08,R1,24,55-64,F,26.5,23.8,31.2,16.8,55,21.9,0
2021-11-09,R1,7,65-74,M,19.0,15.2,23.8,9.8,55,8.5,0
2021-11-10,R1,12,65-74,F,21.1,16.2,26.1,18.5,85,5.0,0
2021-11-11,R1,13,45-54,M,21.5,16.6,25.9,13.7,60,19.8,0
2021-11-12,R1,14,75-84,F,23.6,19.0,29.8,17.5,68,22.6,0
2021-11-13,R1,9,55-64,M,26.5,22.7,31.1,17.8,58,19.9,0
2021-11-14,R1,15,55-64,F,20.0,15.0,25.4,17.5,85,21.0,0
2021-11-15,R1,13,55-64,M,14.3,10.4,19.2,6.9,60,25.7,0
2021-11-16,R1,12,45-54,F,25.0,20.6,29.9,11.8,43,24.5,0
2021-11-17,R1,12,65-74,M,23.1,18.3,27.5,12.1,50,19.3,0
2021-11-18,R1,14,75-84,M,21.7,16.8,26.3,14.3,62,21.5,0
2021-11-19,R1,7,75-84,F,19.6,15.6,24.0,11.7,60,14.0,0
2021-11-20,R1,10,75-84,F,23.6,19.1,27.8,10.5,43,20.2,0
2021-11-21,R1,9,65-74,F,23.5,18.6,27.5,14.6,57,20.9,0
2021-11-22,R1,8,45-54,M,16.7,12.1,21.5,0.8,34,22.6,0
2021-11-23,R1,10,55-64,M,20.0,14.6,23.8,14.2,69,16.1,0
2021-11-24,R1,7,45-54,M,19.6,13.7,23.8,17.2,86,12.2,0
2021-11-25,R1,10,85+,F,19.0,14.3,24.8,15.9,82,24.9,0
2021-11-26,R1,12,65-74,F,17.3,13.5,21.9,10.4,63,9.6,0
2021-11-27,R1,19,65-74,M,18.4,14.8,23.9,-1.9,25,24.9,0
2021-11-28,R1,13,65-74,F,19.1,13.4,24.1,9.7,54,23.0,0
2021-11-29,R1,10,55-64,F,25.5,20.5,32.2,10.5,39,22.2,0
2021-11-30,R1,6,75-84,F,16.2,10.1,20.4,8.1,58,13.7,0
2021-12-01,R1,9,55-64,F,16.1,9.6,20.7,3.6,43,11.2,0
2021-12-02,R1,11,65-74,F,21.6,17.0,27.0,10.5,49,20.5,0
2021-12-03,R1,8,75-84,F,14.6,8.0,19.1,10.3,75,19.7,0
2021-12-04,R1,4,85+,M,22.4,18.1,28.1,12.6,54,22.3,0
2021-12-05,R1,12,45-54,F,18.8,13.6,23.2,10.3,58,15.7,0
2021-12-06,R1,20,75-84,M,19.8,15.3,26.2,11.4,58,29.7,0
2021-12-07,R1,10,85+,M,17.6,12.0,22.3,-5.6,20,5.7,0
2021-12-08,R1,8,85+,M,17.5,10.7,22.5,4.0,40,19.1,0
2021-12-09,R1,17,55-64,F,25.0,19.5,30.0,10.7,40,29.1,0
2021-12-10,R1,11,55-64,M,16.4,11.2,19.9,12.2,76,21.0,0
2021-12-11,R1,6,45-54,M,14.3,8.6,18.5,4.8,52,21.7,0
2021-12-12,R1,14,55-64,M,14.7,9.7,20.7,2.6,44,20.0,0
2021-12-13,R1,10,85+,M,17.8,12.7,25.1,12.1,69,19.1,0
2021-12-14,R1,8,55-64,M,14.9,10.2,19.5,6.0,55,15.7,0
2021-12-15,R1,12,55-64,M,20.4,15.5,24.5,6.3,39,21.2,0
2021-12-16,R1,9,45-54,F,19.6,14.5,24.8,16.3,81,20.4,0
2021-12-17,R1,10,65-74,F,10.9,6.5,16.3,3.9,62,28.7,0
2021-12-18,R1,9,85+,M,22.4,16.4,28.1,13.4,56,22.7,0
2021-12-19,R1,11,55-64,F,12.9,5.5,19.0,6.1,63,30.2,0
2021-12-20,R1,8,85+,F,10.9,5.3,16.4,9.2,89,15.3,0
2021-12-21,R1,14,45-54,M,12.6,8.7,18.0,0.5,43,27.1,0
2021-12-22,R1,9,45-54,F,17.1,12.4,22.2,11.7,70,28.9,0
2021-12-23,R1,13,85+,M,17.4,13.8,21.5,6.6,49,22.7,0
2021-12-24,R1,12,65-74,F,11.0,6.4,15.9,-2.7,38,20.8,0
2021-12-25,R1,5,65-74,F,13.6,7.1,19.1,2.8,47,24.5,1
2021-12-26,R1,10,55-64,F,19.3,14.1,24.0,13.2,67,23.3,0
2021-12-27,R1,9,75-84,M,21.3,16.7,26.5,15.3,68,28.0,0
2021-12-28,R1,13,75-84,F,20.4,14.8,27.3,15.5,73,15.5,0
2021-12-29,R1,15,65-74,F,15.0,8.9,19.3,9.4,69,23.4,0
2021-12-30,R1,12,75-84,F,8.2,3.3,13.7,1.7,63,29.6,0
2021-12-31,R1,16,85+,F,7.7,2.1,12.4,-3.1,46,26.6,0
2022-01-01,R1,7,55-64,F,14.1,9.8,18.5,9.3,72,24.9,1
2022-01-02,R1,10,75-84,M,15.4,9.1,19.0,9.6,68,30.4,0
2022-01-03,R1,11,55-64,F,14.6,10.8,19.3,0.8,38,28.4,0
2022-01-04,R1,7,85+,F,13.7,8.2,18.3,2.9,47,21.7,0
2022-01-05,R1,11,65-74,M,13.1,8.6,17.8,12.4,95,21.8,0
2022-01-06,R1,22,65-74,M,10.8,4.9,15.6,1.7,53,33.9,0
2022-01-07,R1,11,55-64,F,12.0,6.4,18.2,5.0,62,35.0,0
2022-01-08,R1,7,65-74,M,13.6,9.9,18.5,6.8,63,24.0,0
2022-01-09,R1,12,85+,M,12.0,7.5,18.5,8.8,80,28.4,0
2022-01-10,R1,8,55-64,F,12.3,7.0,16.9,5.6,63,27.4,0
2022-01-11,R1,12,45-54,F,10.0,5.6,14.4,-1.8,43,31.6,0
2022-01-12,R1,10,65-74,M,10.8,6.0,14.8,6.1,72,30.9,0
2022-01-13,R1,9,75-84,M,10.8,6.6,17.1,5.8,71,23.3,0
2022-01-14,R1,12,75-84,M,9.3,5.8,12.8,0.6,54,26.4,0
2022-01-15,R1,11,75-84,F,13.8,8.9,18.0,6.5,61,20.7,0
2022-01-16,R1,8,65-74,M,15.2,11.1,20.6,-4.8,24,21.5,0
2022-01-17,R1,15,55-64,F,10.8,4.1,15.1,7.6,80,22.0,0
2022-01-18,R1,10,65-74,M,10.3,4.7,15.7,0.8,51,30.4,0
2022-01-19,R1,13,85+,M,13.4,9.9,18.9,1.6,44,24.5,0
2022-01-20,R1,8,75-84,M,14.7,10.6,19.2,11.0,78,27.8,0
2022-01-21,R1,11,55-64,M,15.7,11.3,21.7,13.5,86,23.4,0
2022-01-22,R1,8,45-54,F,11.7,6.9,16.5,4.4,60,28.2,0
2022-01-23,R1,13,65-74,F,10.4,5.4,15.0,4.1,64,18.8,0
2022-01-24,R1,12,65-74,M,9.8,5.6,16.4,2.4,60,28.9,0
2022-01-25,R1,13,75-84,F,9.9,5.9,14.7,-11.1,21,22.5,0
2022-01-26,R1,16,75-84,F,14.5,8.8,19.0,2.5,44,33.9,0
2022-01-27,R1,8,85+,M,16.1,11.2,22.4,13.6,85,23.2,0
2022-01-28,R1,10,75-84,M,12.0,7.2,17.0,6.3,68,19.1,0
2022-01-29,R1,17,55-64,M,11.7,5.3,16.6,-6.2,28,28.8,0
2022-01-30,R1,6,55-64,M,8.6,5.0,14.3,-0.8,51,26.6,0
2022-01-31,R1,10,85+,F,9.8,5.2,15.2,6.5,80,31.9,0
2022-02-01,R1,10,45-54,M,6.8,2.0,11.0,-4.6,44,19.4,0
2022-02-02,R1,6,45-54,F,6.9,1.8,11.4,3.0,76,28.0,0
2022-02-03,R1,10,85+,M,8.9,5.1,13.7,-1.3,48,30.8,0
2022-02-04,R1,13,75-84,F,10.7,4.8,14.9,3.3,60,29.9,0
2022-02-05,R1,16,85+,F,17.3,12.5,20.4,7.1,51,15.2,0
2022-02-06,R1,15,45-54,F,7.7,2.9,13.8,-2.3,49,35.9,0
2022-02-07,R1,19,45-54,F,2.0,-4.1,7.1,-7.6,48,35.1,0
2022-02-08,R1,21,55-64,M,5.1,0.2,11.2,-1.3,63,35.5,0
2022-02-09,R1,10,75-84,F,3.7,-1.0,9.0,0.9,82,26.5,0
2022-02-10,R1,9,85+,M,7.7,1.7,11.9,0.9,61,31.6,0
2022-02-11,R1,8,45-54,F,10.4,5.2,15.8,0.6,50,26.3,0
2022-02-12,R1,17,55-64,M,6.2,0.3,11.1,-0.6,61,14.4,0
2022-02-13,R1,10,65-74,F,10.7,5.9,15.5,-2.4,40,28.5,0
2022-02-14,R1,11,65-74,M,8.4,3.9,11.6,4.0,74,18.8,0
2022-02-15,R1,9,55-64,F,2.1,-2.1,6.3,-7.7,48,34.5,0
2022-02-16,R1,11,75-84,M,10.4,5.5,16.1,2.3,57,31.9,0
2022-02-17,R1,13,75-84,M,8.7,3.2,13.1,5.8,82,27.4,0
2022-02-18,R1,17,65-74,M,6.3,2.0,9.8,3.7,83,31.9,0
2022-02-19,R1,10,85+,M,3.2,-1.6,7.3,-5.2,54,27.8,0
2022-02-20,R1,11,45-54,M,7.9,3.2,13.7,2.2,67,31.2,0
2022-02-21,R1,10,85+,F,9.2,4.0,14.0,6.4,82,27.5,0
2022-02-22,R1,8,45-54,F,4.4,-0.2,8.9,-8.7,38,26.6,0
2022-02-23,R1,15,75-84,M,-1.1,-6.7,3.4,-6.5,66,29.9,0
2022-02-24,R1,14,55-64,M,10.7,5.7,16.8,6.2,74,33.3,0
2022-02-25,R1,13,55-64,M,3.0,-4.0,7.0,-0.6,77,30.6,0
2022-02-26,R1,13,85+,M,6.4,2.5,11.0,2.1,73,31.2,0
2022-02-27,R1,10,85+,F,4.7,-1.0,9.6,-6.9,42,39.2,0
2022-02-28,R1,15,75-84,F,9.8,5.3,13.3,-0.2,49,36.6,0
2022-03-01,R1,13,75-84,M,8.4,3.7,13.3,2.2,64,25.8,0
2022-03-02,R1,11,75-84,F,5.6,0.9,11.6,-9.7,32,28.1,0
2022-03-03,R1,13,65-74,M,11.4,5.8,16.0,4.8,63,28.2,0
2022-03-04,R1,6,65-74,M,5.5,2.4,7.5,-8.0,37,29.9,0
2022-03-05,R1,12,45-54,F,2.6,-2.0,7.6,-3.7,63,26.0,0
2022-03-06,R1,13,55-64,M,4.2,-1.9,9.1,-5.4,49,34.6,0
2022-03-07,R1,3,75-84,F,5.8,2.1,10.6,-3.6,50,28.0,0
2022-03-08,R1,10,45-54,F,5.3,2.2,9.6,-8.1,37,31.2,0
2022-03-09,R1,15,55-64,M,2.2,-3.5,8.0,-1.9,74,26.9,0
2022-03-10,R1,14,75-84,F,4.0,-0.7,6.6,-4.1,55,30.4,0
2022-03-11,R1,22,55-64,F,3.8,-0.3,8.3,-0.1,75,37.3,0
2022-03-12,R1,10,45-54,M,9.4,3.3,14.3,-3.9,39,23.3,0
2022-03-13,R1,13,55-64,M,4.4,-2.2,9.2,1.7,82,33.1,0
2022-03-14,R1,11,75-84,M,2.5,-1.5,9.0,-8.1,45,35.2,0
2022-03-15,R1,10,75-84,M,-0.8,-6.3,1.7,-8.4,56,34.0,0
2022-03-16,R1,11,45-54,M,3.2,-2.0,6.2,-3.9,59,31.3,0
2022-03-17,R1,11,85+,F,3.6,0.6,8.7,-7.0,45,26.8,0
2022-03-18,R1,13,85+,F,6.9,3.3,12.1,-0.6,59,35.8,0
2022-03-19,R1,15,75-84,M,12.8,8.9,17.8,6.4,65,30.9,0
2022-03-20,R1,18,75-84,M,4.1,-0.5,8.7,-9.4,36,28.7,0
2022-03-21,R1,8,45-54,M,3.4,-0.7,9.8,-6.9,46,32.3,0
2022-03-22,R1,14,65-74,M,1.0,-4.9,4.7,-4.7,65,30.0,0
2022-03-23,R1,16,45-54,M,3.2,0.9,8.8,-7.8,44,31.7,0
2022-03-24,R1,10,45-54,M,1.9,-3.1,7.5,-5.7,57,35.1,0
2022-03-25,R1,13,75-84,M,5.9,0.3,12.1,-6.0,42,22.7,0
2022-03-26,R1,8,55-64,F,5.1,2.4,9.9,-4.9,48,33.8,0
2022-03-27,R1,13,55-64,F,0.5,-5.1,6.1,-2.8,78,39.7,0
2022-03-28,R1,13,45-54,F,5.5,0.5,10.3,1.5,75,23.5,0
2022-03-29,R1,21,75-84,F,1.3,-3.6,6.1,-8.5,48,33.3,0
2022-03-30,R1,10,45-54,F,4.9,0.5,9.9,0.0,70,26.8,0
2022-03-31,R1,9,75-84,F,3.3,-2.6,8.3,0.6,82,23.0,0
2022-04-01,R1,13,55-64,M,0.9,-4.8,5.9,-7.7,52,26.8,0
2022-04-02,R1,6,45-54,F,1.0,-4.7,5.8,-0.3,90,26.0,0
2022-04-03,R1,14,45-54,F,2.8,-2.9,8.4,-9.9,38,22.9,0
2022-04-04,R1,20,75-84,M,4.6,1.2,8.5,-4.3,52,25.1,0
2022-04-05,R1,11,55-64,F,5.0,-1.1,9.2,-9.3,34,26.6,0
2022-04-06,R1,15,75-84,F,-0.8,-7.5,3.7,-14.2,35,32.8,0
2022-04-07,R1,14,45-54,M,3.5,-1.9,9.1,-1.2,71,27.7,0
2022-04-08,R1,14,75-84,M,4.7,1.1,10.3,-2.3,60,26.0,0
2022-04-09,R1,12,55-64,F,5.1,-0.2,9.7,-9.1,34,27.3,0
2022-04-10,R1,11,55-64,M,-1.4,-4.8,5.7,-12.2,43,35.0,0
2022-04-11,R1,9,65-74,F,2.8,-3.8,7.8,-2.8,66,26.4,0
2022-04-12,R1,13,85+,F,10.4,6.1,16.2,4.6,67,22.3,0
2022-04-13,R1,11,55-64,M,6.4,1.2,11.3,-1.1,58,27.1,0
2022-04-14,R1,19,75-84,F,1.1,-3.3,5.6,-0.3,90,20.8,0
2022-04-15,R1,13,85+,M,9.1,2.9,13.6,2.4,62,18.0,0
2022-04-16,R1,13,75-84,M,0.4,-5.0,3.7,-6.0,62,21.0,0
2022-04-17,R1,15,85+,M,3.2,-3.3,6.7,-1.5,71,24.6,0
2022-04-18,R1,14,45-54,F,8.3,3.1,13.4,2.7,67,28.5,0
2022-04-19,R1,14,85+,F,0.7,-4.1,4.3,-5.3,64,35.0,0
2022-04-20,R1,9,45-54,F,-0.5,-5.0,4.8,-23.0,16,21.8,0
2022-04-21,R1,16,85+,F,8.4,3.2,13.9,-0.1,55,27.1,0
2022-04-22,R1,19,75-84,F,9.9,5.3,14.0,6.5,79,29.1,0
2022-04-23,R1,14,85+,M,2.6,-3.0,9.0,0.2,84,29.8,0
2022-04-24,R1,11,65-74,M,10.2,4.6,17.7,-0.1,49,21.2,0
2022-04-25,R1,10,45-54,M,5.8,-0.2,11.4,0.1,66,24.0,0
2022-04-26,R1,10,85+,F,8.1,2.4,13.2,-4.5,40,22.7,0
2022-04-27,R1,7,75-84,F,11.5,5.2,16.3,-1.0,41,32.4,0
2022-04-28,R1,10,55-64,M,9.3,6.7,13.5,1.5,58,29.3,0
2022-04-29,R1,13,85+,M,4.9,-0.6,8.8,-7.7,39,29.2,0
2022-04-30,R1,11,75-84,F,4.0,-2.3,7.5,0.7,78,31.9,0
2022-05-01,R1,6,55-64,F,5.9,2.2,9.9,0.7,69,28.4,0
2022-05-02,R1,12,65-74,F,11.1,5.6,17.2,5.3,67,29.9,0
2022-05-03,R1,9,75-84,F,6.0,0.5,11.6,0.1,65,24.0,0
2022-05-04,R1,13,75-84,F,3.7,-1.1,7.0,-3.2,60,23.7,0
2022-05-05,R1,11,55-64,M,9.0,1.8,15.1,1.5,59,18.9,0
2022-05-06,R1,12,45-54,F,4.8,0.2,9.7,-0.7,67,18.2,0
2022-05-07,R1,9,55-64,M,12.6,7.4,16.0,6.5,66,27.0,0
2022-05-08,R1,11,45-54,F,7.8,2.2,14.5,2.3,68,21.3,0
2022-05-09,R1,19,65-74,F,3.4,-0.5,8.5,-2.4,65,15.4,0
2022-05-10,R1,14,45-54,F,6.4,2.5,11.4,-4.4,46,30.1,0
2022-05-11,R1,10,45-54,M,4.5,0.8,9.9,-6.9,43,18.1,0
2022-05-12,R1,17,65-74,M,5.8,1.7,12.6,1.4,73,21.4,0
2022-05-13,R1,15,45-54,M,8.0,3.2,12.7,-0.9,53,24.5,0
2022-05-14,R1,18,75-84,F,4.9,-0.5,11.4,-1.7,62,21.1,0
2022-05-15,R1,12,55-64,F,8.6,4.2,13.4,-0.7,52,29.5,0
2022-05-16,R1,11,65-74,F,5.9,0.7,11.2,-7.8,36,24.1,0
2022-05-17,R1,10,75-84,M,9.0,2.7,12.9,0.4,54,26.0,0
2022-05-18,R1,16,85+,M,10.2,4.1,14.9,-1.2,45,20.9,0
2022-05-19,R1,11,45-54,F,7.9,3.2,12.7,2.9,70,26.5,0
2022-05-20,R1,7,55-64,M,13.3,8.8,18.5,7.8,69,17.8,0
2022-05-21,R1,9,65-74,F,7.0,1.4,12.3,-6.0,39,24.6,0
2022-05-22,R1,11,55-64,M,8.9,5.2,14.1,4.5,73,17.8,0
2022-05-23,R1,17,45-54,F,1.8,-5.3,7.3,-3.1,70,20.9,0
2022-05-24,R1,9,45-54,F,10.8,6.0,16.1,0.3,48,25.8,0
2022-05-25,R1,11,55-64,M,14.2,8.0,19.1,10.3,77,20.8,0
2022-05-26,R1,8,55-64,F,7.7,4.5,13.7,-6.5,35,22.6,0
2022-05-27,R1,12,45-54,M,5.8,1.6,8.4,-11.7,27,29.9,0
2022-05-28,R1,14,75-84,F,8.9,3.0,13.4,2.3,63,20.7,0
2022-05-29,R1,12,45-54,M,7.0,1.5,11.5,0.2,61,27.5,0
2022-05-30,R1,12,55-64,M,8.7,3.6,15.6,-7.7,30,19.9,0
2022-05-31,R1,14,55-64,F,11.2,6.0,17.8,5.2,66,26.9,0
2022-06-01,R1,14,55-64,F,6.9,1.4,11.5,-2.9,49,22.6,0
2022-06-02,R1,5,75-84,F,14.0,9.4,19.6,7.0,62,23.6,0
2022-06-03,R1,13,45-54,F,10.4,4.6,16.1,-0.0,48,15.2,0
2022-06-04,R1,14,55-64,M,10.3,4.3,15.7,3.8,64,17.7,0
2022-06-05,R1,9,75-84,M,12.6,7.5,17.7,10.3,85,25.4,0
2022-06-06,R1,10,55-64,M,10.6,5.3,16.5,5.6,71,13.7,0
2022-06-07,R1,6,85+,F,15.3,8.8,20.6,10.0,70,22.9,0
2022-06-08,R1,17,55-64,M,17.5,11.4,22.0,5.3,44,21.4,0
2022-06-09,R1,8,45-54,M,12.8,8.3,17.9,-0.5,39,17.5,0
2022-06-10,R1,13,45-54,M,13.5,8.1,18.0,6.9,64,26.1,0
2022-06-11,R1,4,45-54,M,18.1,14.4,23.1,9.3,56,18.9,0
2022-06-12,R1,8,55-64,M,10.1,6.9,15.4,8.7,90,20.5,0
2022-06-13,R1,13,65-74,M,15.2,8.2,21.7,10.2,72,18.2,0
2022-06-14,R1,12,65-74,M,11.6,8.0,16.5,2.9,55,12.0,0
2022-06-15,R1,6,65-74,F,15.4,12.3,18.4,7.7,60,18.2,0
2022-06-16,R1,11,45-54,M,17.4,12.8,22.4,16.6,95,16.6,0
2022-06-17,R1,12,75-84,F,13.8,8.6,18.9,3.9,51,19.0,0
2022-06-18,R1,8,65-74,M,15.7,11.6,20.4,11.1,74,24.6,0
2022-06-19,R1,5,45-54,F,10.2,5.5,16.1,2.3,58,14.6,0
2022-06-20,R1,9,65-74,M,10.8,5.6,15.8,-0.6,45,13.3,0
2022-06-21,R1,13,55-64,F,14.9,11.7,19.9,12.3,84,25.1,0
2022-06-22,R1,13,65-74,F,10.2,5.3,16.4,4.8,68,13.0,0
2022-06-23,R1,12,75-84,M,11.5,6.4,16.3,3.5,57,15.5,0
2022-06-24,R1,9,55-64,F,16.6,12.2,21.6,12.7,77,10.7,0
2022-06-25,R1,11,75-84,F,12.8,8.3,17.4,5.6,61,14.4,0
2022-06-26,R1,11,45-54,M,18.7,13.5,25.2,7.7,48,21.1,0
2022-06-27,R1,8,85+,M,16.3,11.8,21.1,8.2,58,23.1,0
2022-06-28,R1,10,55-64,M,15.2,11.4,18.7,9.7,69,19.0,0
2022-06-29,R1,15,85+,M,16.8,11.2,19.2,8.1,56,18.0,0
2022-06-30,R1,7,45-54,M,15.4,8.9,21.5,7.2,58,14.3,0
2022-07-01,R1,9,75-84,F,11.3,6.1,16.4,6.1,70,22.1,0
2022-07-02,R1,13,45-54,M,11.6,7.1,16.2,6.1,68,10.3,0
2022-07-03,R1,8,65-74,M,15.0,9.5,19.6,5.3,51,8.1,0
2022-07-04,R1,5,65-74,F,22.7,17.3,27.4,17.9,74,18.2,1
2022-07-05,R1,10,85+,F,16.9,12.0,21.6,5.5,46,18.5,0
2022-07-06,R1,12,75-84,M,17.5,12.5,21.0,3.9,40,10.5,0
2022-07-07,R1,10,65-74,F,16.3,13.5,19.5,8.5,59,24.1,0
2022-07-08,R1,15,85+,M,16.7,10.5,21.4,6.1,49,21.2,0
2022-07-09,R1,11,55-64,F,20.9,15.7,26.4,13.4,61,11.5,0
2022-07-10,R1,6,55-64,M,17.4,15.1,22.0,11.0,66,22.0,0
2022-07-11,R1,14,75-84,M,21.2,15.0,27.4,14.8,66,12.0,0
2022-07-12,R1,11,75-84,F,16.4,11.1,21.9,6.6,52,23.0,0
2022-07-13,R1,16,55-64,M,16.0,11.1,19.8,7.6,57,6.0,0
2022-07-14,R1,3,85+,M,17.3,11.5,21.1,10.2,63,16.8,0
2022-07-15,R1,9,65-74,M,17.4,13.5,23.8,4.5,42,5.0,0
2022-07-16,R1,12,65-74,F,14.8,10.4,20.6,11.2,79,18.6,0
2022-07-17,R1,7,65-74,M,22.6,17.2,27.3,9.3,42,23.2,0
2022-07-18,R1,12,75-84,M,17.8,13.9,23.1,4.0,39,10.5,0
2022-07-19,R1,9,45-54,M,18.9,14.9,25.5,12.7,67,21.7,0
2022-07-20,R1,14,65-74,M,20.7,16.9,26.4,14.7,68,18.9,0
2022-07-21,R1,7,65-74,F,16.1,9.0,19.6,2.0,38,15.3,0
2022-07-22,R1,8,85+,M,12.9,8.4,16.0,7.9,71,5.0,0
2022-07-23,R1,6,45-54,F,20.6,15.8,24.5,14.6,68,15.3,0
2022-07-24,R1,10,65-74,M,21.8,18.3,25.8,12.4,55,20.2,0
2022-07-25,R1,10,85+,F,18.2,13.6,24.4,14.6,79,16.8,0
2022-07-26,R1,11,65-74,M,14.5,11.5,20.5,6.1,57,5.5,0
2022-07-27,R1,11,55-64,F,18.8,13.4,22.6,12.0,64,5.2,0
2022-07-28,R1,6,75-84,M,20.4,17.4,24.8,14.1,66,12.7,0
2022-07-29,R1,9,75-84,M,23.8,19.4,26.5,11.2,45,6.2,0
2022-07-30,R1,3,45-54,F,24.4,19.4,30.3,8.1,35,5.0,0
2022-07-31,R1,9,45-54,F,16.8,10.6,24.5,10.7,67,8.3,0
2022-08-01,R1,12,55-64,M,18.7,13.2,23.8,17.3,91,13.6,0
2022-08-02,R1,10,45-54,F,18.4,13.0,24.0,10.6,60,23.3,0
2022-08-03,R1,15,85+,F,26.0,22.4,32.3,13.2,45,8.4,0
2022-08-04,R1,7,65-74,M,19.3,14.2,24.1,14.3,72,28.3,0
2022-08-05,R1,16,75-84,F,22.3,16.9,26.9,20.6,89,7.4,0
2022-08-06,R1,9,85+,F,24.9,19.5,31.0,13.8,50,15.6,0
2022-08-07,R1,8,65-74,M,19.7,15.1,24.0,8.6,48,9.5,0
2022-08-08,R1,11,75-84,M,24.6,21.4,29.0,9.9,39,9.5,0
2022-08-09,R1,6,85+,F,25.9,20.4,30.1,18.1,62,6.6,0
2022-08-10,R1,4,65-74,F,22.1,17.3,27.7,17.0,72,13.1,0
2022-08-11,R1,10,45-54,F,17.8,16.0,22.7,6.5,47,12.6,0
2022-08-12,R1,12,55-64,M,18.8,13.4,23.2,10.7,59,13.5,0
2022-08-13,R1,10,65-74,F,20.6,15.0,24.6,11.9,57,8.6,0
2022-08-14,R1,10,85+,F,22.9,17.8,27.7,9.9,43,12.6,0
2022-08-15,R1,7,75-84,F,19.6,15.0,25.7,14.8,73,5.1,0
2022-08-16,R1,11,55-64,F,22.2,16.0,26.8,17.5,75,5.0,0
2022-08-17,R1,12,75-84,M,20.1,16.0,25.7,9.6,50,9.0,0
2022-08-18,R1,14,75-84,M,18.7,13.7,21.8,9.6,55,5.0,0
2022-08-19,R1,11,65-74,M,23.5,19.4,28.2,21.2,87,7.9,0
2022-08-20,R1,13,55-64,F,13.0,8.5,18.0,2.8,50,14.5,0
2022-08-21,R1,11,55-64,M,19.5,14.9,24.9,11.9,61,20.0,0
2022-08-22,R1,11,85+,F,22.3,17.5,28.6,21.5,95,16.2,0
2022-08-23,R1,11,55-64,F,20.3,16.6,25.3,15.1,72,5.0,0
2022-08-24,R1,14,45-54,F,27.5,23.9,34.8,11.4,36,5.0,0
2022-08-25,R1,5,65-74,F,23.1,18.3,27.2,16.5,66,8.5,0
2022-08-26,R1,12,75-84,F,19.6,15.9,25.1,3.0,33,17.1,0
2022-08-27,R1,12,45-54,M,25.8,20.8,30.1,18.2,62,5.0,0
2022-08-28,R1,13,65-74,F,23.1,18.5,26.8,15.2,61,6.0,0
2022-08-29,R1,6,65-74,F,24.7,21.6,29.9,14.2,51,5.9,0
2022-08-30,R1,12,45-54,F,21.1,16.5,26.4,8.1,43,10.8,0
2022-08-31,R1,14,65-74,M,23.4,19.1,28.4,14.1,55,6.9,0
2022-09-01,R1,11,75-84,M,24.4,20.4,28.9,14.8,55,5.0,0
2022-09-02,R1,14,85+,M,22.3,14.3,26.6,3.4,28,5.0,0
2022-09-03,R1,11,45-54,F,23.5,18.8,28.7,18.4,73,12.0,0
2022-09-04,R1,5,75-84,F,25.3,20.4,30.0,24.4,95,5.0,0
2022-09-05,R1,14,55-64,F,29.1,24.9,35.0,18.2,51,13.3,0
2022-09-06,R1,20,85+,F,19.6,13.1,23.0,7.1,44,12.1,0
2022-09-07,R1,11,85+,F,21.3,16.5,26.1,15.8,70,12.4,0
2022-09-08,R1,15,55-64,M,24.4,20.5,28.1,12.3,46,5.2,0
2022-09-09,R1,14,65-74,M,22.1,18.0,26.7,17.4,74,11.2,0
2022-09-10,R1,9,55-64,F,20.7,14.4,26.2,9.0,47,7.3,0
2022-09-11,R1,5,75-84,F,29.5,24.0,34.7,21.4,61,18.9,0
2022-09-12,R1,10,55-64,M,20.4,16.1,23.7,14.7,69,5.0,0
2022-09-13,R1,9,45-54,M,23.9,20.2,28.5,23.0,95,14.1,0
2022-09-14,R1,9,65-74,M,25.1,20.5,30.6,12.6,45,5.5,0
